ChEMBL ID,Canonical_Smiles,MW,LogP,NumHDonors,NumHAcceptors,pKi
CHEMBL238833,COCn1c2ccccc2n(c1=O)C1CCN(CC1)CCC(C(C)C)Oc1cc(OC)ccc1C,481.637,4.85452,0,7,5.90
CHEMBL13470,C=CCN1C[C@H](C)N(C[C@H]1C)[C@@H](c1cccc(c1)OC)c1ccc(cc1)C(=O)N(CC)CC,449.639,4.8472,0,4,8.92
CHEMBL494472,CCN1CCC2(CC1)Oc1ccccc1C(=C2)c1ccc(cc1)C(=O)N(CC)CC,404.554,4.8472,0,3,7.17
CHEMBL320882,O=C(N(C(c1ccccc1)CN1CCCC1)C)Cc1ccc(c(c1)Cl)Cl,391.342,4.8314,0,2,7.62
CHEMBL38576,O=C(N([C@@H](c1ccccc1)CN1CCCC1)C)Cc1ccc(c(c1)Cl)Cl,391.342,4.8314,0,2,7.62
CHEMBL1766036,CN(c1sc2c(n1)cc1c(c2)C[C@@H]2[C@H]3[C@@]1(CCCC3)CCN2CC1CC1)C,381.589,4.8307,0,4,7.19
CHEMBL89307,O=C(N1CCc2c(C1CN1CCCC1)ccs2)Cc1ccc(c(c1)Cl)Cl,409.382,4.8192,0,3,6.82
CHEMBL88168,O=C(N1CCc2c(C1CN1CCCC1)scc2)Cc1ccc(c(c1)Cl)Cl,409.382,4.8192,0,3,6.44
CHEMBL389109,CCC(=O)N(c1ccccc1)C1CCN(CC1)C(=O)CCc1cccc(c1)Br,443.385,4.8159,0,2,4.92
CHEMBL1766045,FCCCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc3c(c1)sc(n3)N(C)C)CCCC2,387.568,4.7803,0,4,6.38
CHEMBL2114223,O=C(N1CCc2c(C1CN1CCCC1)cccc2)Cc1ccc(c(c1)Cl)Cl,403.353,4.7577,0,2,6.95
CHEMBL275025,O=C(N1CCc2c(C1CN1CCCC1)cccc2)Cc1ccc(c(c1)Cl)Cl,403.353,4.7577,0,2,6.95
CHEMBL52604,CCn1c2ccccc2n(c1=O)[C@@H]1CCN2[C@@H](C1)CCC[C@H]2c1ccccc1,375.516,4.7536,0,4,5.83
CHEMBL299660,CCn1c2ccccc2n(c1=O)[C@H]1CCN2[C@@H](C1)CCC[C@H]2c1ccccc1,375.516,4.7536,0,4,5.74
CHEMBL1766037,CN(c1sc2c(n1)cc1c(c2)C[C@@H]2[C@H]3[C@@]1(CCCC3)CCN2CC1CC1)C(=O)C,409.599,4.7474,0,4,5.96
CHEMBL2112345,CN1C[C@H]2[C@@H](C1)C1(N(C2)c2ccccc2)CCN(CC1)[C@@H]1CC[C@@H](CC1)C(C)C,395.635,4.7338,0,3,5.67
CHEMBL473904,O=C1N(CCN2CCCC2)CN(C21CCN(CC2)Cc1c(Cl)cccc1Cl)c1ccccc1,487.475,4.7301,0,4,6.27
CHEMBL4570328,CC([C@@H]1CC[C@@H](CC1)N1CCC(CC1)N1CCc2c1cccc2)C,326.528,4.7283,0,2,5.51
CHEMBL230311,CCC(=O)N(c1ccccc1)C1CCN(CC1)C(=O)CCc1ccc(c(c1)Cl)OC,428.96,4.7154,0,3,5.20
CHEMBL260519,CCN(C(=O)c1ccc(cc1)CN1C[C@H]2CC=C([C@@H]1CN2CC=C)c1ccccc1)CC,429.608,4.6967,0,3,6.13
CHEMBL3698764,COc1nc2ccccc2n(c1=O)[C@@H]1C[C@@H]2CC[C@H](C1)N2C1CCCCCCC1,395.547,4.6859,0,5,4.88
CHEMBL3323515,O=C(N1CCN(C2C1C(CCC2)N1CCCC1)Cc1ccccn1)Cc1ccc(c(c1)Cl)Cl,487.475,4.6608,0,4,5.37
CHEMBL27729,CN1CN(C2(C1=O)CCN(CC2)C1CCc2c(C1)c(Cl)ccc2Cl)c1ccccc1,444.406,4.6214,0,3,6.50
CHEMBL168625,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)cc(cc3)N1CCCCC1,338.539,4.6111,0,2,5.44
CHEMBL543563,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)cc(cc3)N1CCCCC1,338.539,4.6111,0,2,5.44
CHEMBL231783,CCOC(=O)N1CCC(CC1)(c1ccccc1)c1nccn1Cc1cccc(c1)F,407.489,4.6089,0,4,8.23
CHEMBL233427,CCOC(=O)N1CCC(CC1)(c1ccccc1)c1nccn1Cc1ccc(cc1)F,407.489,4.6089,0,4,7.29
CHEMBL4249256,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@]24C=C[C@@]1(OC)[C@H](C2)C(=O)c1ccccc1)CC1CC1,483.608,4.5786,0,5,6.11
CHEMBL4073160,C1CC(C1)CN(CCc1ccccc1)CCc1ccccc1,293.454,4.5739,0,1,5.66
CHEMBL3698818,CCOC(=O)c1nc2ccccc2n(c1=O)[C@@H]1C[C@@H]2CCC[C@H](C1)N2C(CC(C)C)C,425.573,4.5658,0,6,5.54
CHEMBL498116,CCCCCC(=O)O[C@H]1C[C@@H](C(=O)OC)[C@]2([C@H](C1=O)[C@@]1(C)C[C@H](OC(=O)[C@@H]1CC2)c1ccoc1)C,488.577,4.5605,0,8,5.37
CHEMBL70586,O=C(N([C@H]1CC[C@]2(C[C@@H]1N1CCCC1)CCCO2)C)Cc1ccc(c(c1)Cl)Cl,425.4,4.5604,0,3,5.03
CHEMBL474708,C#CCN1CN(C2(C1=O)CCN(CC2)C(c1ccccc1)c1ccccc1)c1ccccc1,435.571,4.5501,0,3,4.36
CHEMBL510201,CN1CN(C2(C1=O)CCN(CC2)C(c1ccccc1)c1ccccc1)c1ccccc1,411.549,4.5467,0,3,4.48
CHEMBL556923,CCN(C(=O)c1ccc(cc1)C1=CC2(CCOCC2)Oc2c1cccc2)CC,377.484,4.5419,0,3,5.85
CHEMBL3695257,COC(=O)C1CCN(CC1)c1nc2ccccc2n(c1=O)C1CCN(CC1)C1CCCCCCC1,480.653,4.5357,0,7,4.47
CHEMBL511649,CC(=O)CN1CN(C2(C1=O)CCN(CC2)C1CCC(c2c1cccc2)(C)C)c1ccccc1,445.607,4.529,0,4,6.10
CHEMBL3753726,CCC(=O)N(c1ccccc1)CC1CCCCN1CCc1ccccc1,350.506,4.5268,0,2,5.24
CHEMBL392476,O=C(N1CCC(CC1)(c1ccccc1)c1nccn1Cc1ccccc1)C(C)C,387.527,4.4959,0,3,7.32
CHEMBL4107906,CO[C@]12CC[C@]3(C[C@@H]1COCc1ccccc1)[C@@]14[C@H]2Oc2c4c(C[C@H]3N(CC1)C)ccc2F,449.566,4.4868,0,4,7.03
CHEMBL3752001,CCC(=O)N(c1ccccc1)CC1CCCCN1Cc1ccccc1,336.479,4.4843,0,2,5.39
CHEMBL231781,CCOC(=O)N1CCC(CC1)(c1ccccc1)c1nccn1Cc1ccc(cc1)OC,419.525,4.4784,0,5,7.92
CHEMBL233570,CCOC(=O)N1CCC(CC1)(c1ccccc1)c1nccn1Cc1cccc(c1)OC,419.525,4.4784,0,5,7.54
CHEMBL232740,CCOC(=O)N1CCC(CC1)(c1ccccc1)c1nccn1Cc1ccccc1,389.499,4.4698,0,4,8.43
CHEMBL2114225,O=C(N1CCc2c([C@H]1CN1CCCC1)cccc2)Cc1ccc(cc1)C(F)(F)F,402.46,4.4697,0,2,6.83
CHEMBL494275,CCN(C(=O)c1ccc(cc1)C1=CC2(CCN(CC2)C)Oc2c1cccc2)CC,390.527,4.4571,0,3,8.46
CHEMBL571862,COc1cccc2c1O[C@@H]1[C@@]32CCN(C[C@@H]3CCC1)CCc1ccccc1,363.501,4.4425,0,3,6.31
CHEMBL2112341,CC([C@@H]1CC[C@@H](CC1)N1CCC2(CC1)[C@@H]1CN(C[C@@H]1CN2c1ccccc1)CCN1CCOCC1)C,494.768,4.4362,0,5,5.53
CHEMBL48157,N#Cc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC1CCC1,320.48,4.41678,0,2,5.72
CHEMBL441765,O=C(N([C@@H]1CCCC[C@H]1N1CCCC1)C)Cc1ccc(c(c1)Cl)Cl,369.336,4.4013,0,2,5.60
CHEMBL471543,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@]4(CCC1=O)OC(=O)/C=C/c1ccc(cc1)C)CC1CC1,499.607,4.40112,0,6,6.57
CHEMBL12391,CCC(=O)N([C@H]1CCN(C[C@H]1C)CCc1ccccc1)c1ccccc1,350.506,4.3827,0,2,7.11
CHEMBL494274,CCN(C(=O)c1ccc(cc1)C1=CC2(CCN(CC2)C(=O)C)Oc2c1cccc2)CC,418.537,4.3738,0,3,5.89
CHEMBL3698852,CCOC(=O)c1nc2ccccc2n(c1=O)C1CCN(CC1)C1CCCCCCC1,411.546,4.323,0,6,4.88
CHEMBL1081084,C1CC(C1)CN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)OCC1OC1)CCCC2,367.533,4.3227,0,3,6.70
CHEMBL202238,c1ccc(cc1)C1(CCN(CC1)c1ncccn1)c1nccn1Cc1ccccc1,395.51,4.3079,0,5,7.74
CHEMBL4107537,CCCc1noc(c1)COC[C@H]1C[C@]23CC[C@]1(OC)[C@H]1[C@]43CCN([C@@H]2Cc2c4c(O1)c(OC)cc2)C,494.632,4.2968,0,7,5.44
CHEMBL363324,COC(=O)[C@@H]1C[C@H](OC(=O)c2ccccc2)C(=O)[C@H]2[C@@]1(C)CC[C@@H]1[C@]2(C)C[C@H](OC1=O)c1ccoc1,494.54,4.294,0,8,5.93
CHEMBL3695263,COC(=O)[C@@H]1CCCN1c1nc2ccccc2n(c1=O)C1CCN(CC1)C1CCCCCCC1,466.626,4.2881,0,7,4.56
CHEMBL4237854,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@]24CC[C@@]1(OC)[C@@](C2)(C)OC(=O)C(C)C)CC1CC1,481.633,4.2614,0,6,6.58
CHEMBL393965,CCOC(=O)N1CCC(CC1)(c1ccccc1)c1nccn1Cc1ccc(cc1)C(=O)OC,447.535,4.2564,0,6,9.15
CHEMBL307235,O=C(N([C@H]1C[C@]2(CC[C@@H]1N1CCCC1)CC(=C)C(=O)O2)C)Cc1ccc(c(c1)Cl)Cl,451.394,4.2531,0,4,5.02
CHEMBL70311,O=C(N([C@H]1C[C@@]2(CC[C@@H]1N1CCCC1)CC(=C)C(=O)O2)C)Cc1ccc(c(c1)Cl)Cl,451.394,4.2531,0,4,4.91
CHEMBL232385,O=C(N1CCC(CC1)(c1ccccc1)c1nccn1Cc1ccccc1)C1CC1,385.511,4.2499,0,3,7.64
CHEMBL232384,CCC(=O)N1CCC(CC1)(c1ccccc1)c1nccn1Cc1ccccc1,373.5,4.2499,0,3,7.54
CHEMBL2114226,CN(CC1N(CCc2c1cccc2)C(=O)Cc1ccc(c(c1)Cl)Cl)C,377.315,4.2235,0,2,6.13
CHEMBL88241,CN(CC1N(CCc2c1cccc2)C(=O)Cc1ccc(c(c1)Cl)Cl)C,377.315,4.2235,0,2,6.13
CHEMBL55948,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)cc(cc3)N1CCCC1,324.512,4.221,0,2,5.74
CHEMBL4107210,N#Cc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@]24CC[C@@]1(OC)[C@H](C2)COCc1ccccc1)C,456.586,4.21938,0,5,5.43
CHEMBL1939698,FCC1OC2(c3c1cccc3)CCN(CC2)Cc1ccccc1,311.4,4.2187,0,2,6.82
CHEMBL3698834,CN(c1nc2ccccc2n(c1=O)C1CCN(CC1)C1CCCCCCC1)C,382.552,4.2123,0,5,4.55
CHEMBL498442,CCCCC(=O)O[C@H]1C[C@@H](C(=O)OC)[C@]2([C@H](C1=O)[C@@]1(C)C[C@H](OC(=O)[C@@H]1CC2)c1ccoc1)C,474.55,4.1704,0,8,5.40
CHEMBL609147,COCC1(CCN(CC1)CCc1ccccc1)N(c1ccccc1)C(=O)CC,380.532,4.1533,0,3,7.64
CHEMBL3698756,CCOC(=O)CN(c1nc2ccccc2n(c1=O)C1CCN(CC1)C1CCCCCCC1)C,454.615,4.1456,0,7,4.55
CHEMBL596,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,336.479,4.1367,0,2,6.24
CHEMBL474755,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@]4(CCC1=O)OC(=O)/C=C/c1ccccc1)CC1CC1,485.58,4.0927,0,6,6.74
CHEMBL4110417,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@]24CC[C@@]1(OC)[C@H](C2)CSc1snc(n1)C)C,485.675,4.09172,0,8,5.00
CHEMBL1650846,COC(=O)C1(CCCCCCC1)N1CCC(CC1)n1c(nc2c1cccc2)N1CCN(CC1)C,467.658,4.0811,0,7,6.51
CHEMBL232738,COC(=O)N1CCC(CC1)(c1ccccc1)c1nccn1Cc1ccccc1,375.472,4.0797,0,4,7.72
CHEMBL3698844,CC(=O)N1CC2C(C1)CN(C2)c1nc2ccccc2n(c1=O)C1CCN(CC1)C1CCCCCCC1,491.68,4.0608,0,6,4.36
CHEMBL428544,COCC(=O)N1CCC(CC1)(c1ccccc1)c1nccn1C(c1ccccc1)C,403.526,4.0473,0,4,8.43
CHEMBL2387334,O=C(N(c1ccccc1)C1CCN(CC1)CCc1ccccc1)CN1C(=O)c2c(C1=O)cccc2,467.569,4.0229,0,4,4.89
CHEMBL2387335,O=C(N(c1ccccc1)C1CCN(CC1)CCc1ccccc1)CN1C(=O)c2c(C1=O)cccc2,467.569,4.0229,0,4,4.89
CHEMBL3698776,N#Cc1nc2ccccc2n(c1=O)C1CCN(CC1)C1CCCCCCC1,364.493,4.01798,0,5,4.81
CHEMBL71294,O=C(N1CCCC[C@H]1CN1CCCC1)Cc1ccc(c(c1)Cl)Cl,355.309,4.0128,0,2,6.00
CHEMBL4114002,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@]24CC[C@@]1(OC)[C@H](C2)COCc1c(C)noc1C)C,480.605,3.96114,0,7,6.18
CHEMBL3330664,COC(=O)[C@@H]1C[C@H](OC(=O)C=C(C)C)C(=O)[C@H]2[C@@]1(C)CC[C@@H]1[C@]2(C)C[C@H](OC1=O)c1ccoc1,472.534,3.9464,0,8,5.58
CHEMBL1193746,CO[C@]12CCC(=O)C[C@]32CCN(C1Cc1c3c(OC)ccc1)CCc1ccccc1,405.538,3.9443,0,4,7.31
CHEMBL545208,CO[C@]12CCC(=O)C[C@]32CCN(C1Cc1c3c(OC)ccc1)CCc1ccccc1,405.538,3.9443,0,4,7.31
CHEMBL283432,COCN1CN(C2(C1=O)CCN(CC2)C1CCc2c(C1)c(Cl)ccc2)c1ccccc1,439.987,3.9421,0,4,6.62
CHEMBL236506,CCOC(=O)N1CCC(CC1)(c1ccccc1)c1nccn1Cc1ccccn1,390.487,3.8648,0,5,6.76
CHEMBL232383,CC(=O)N1CCC(CC1)(c1ccccc1)c1nccn1Cc1ccccc1,359.473,3.8598,0,3,7.43
CHEMBL3698772,CN(C(=O)c1nc2ccccc2n(c1=O)C1CCN(CC1)C1CCCCCCC1)C,410.562,3.8481,0,5,4.69
CHEMBL3330669,COC(=O)[C@@H]1C[C@H](OC(=O)C(C=C)C)C(=O)[C@H]2[C@@]1(C)CC[C@@H]1[C@]2(C)C[C@H](OC1=O)c1ccoc1,472.534,3.8023,0,8,5.52
CHEMBL379138,CCCC(=O)O[C@H]1C[C@@H](C(=O)OC)[C@]2([C@H](C1=O)[C@@]1(C)C[C@H](OC(=O)[C@@H]1CC2)c1ccoc1)C,460.523,3.7803,0,8,5.39
CHEMBL73226,O=C(N([C@H]1CCC2(C[C@@H]1N1CCCC1)OCCO2)C)Cc1ccc(c(c1)Cl)Cl,427.372,3.7543,0,4,5.79
CHEMBL73131,O=C(N([C@H]1CC2(OCCO2)CC[C@@H]1N1CCCC1)C)Cc1ccc(c(c1)Cl)Cl,427.372,3.7543,0,4,4.76
CHEMBL433508,O=C(N1CCCC[C@H]1CN1CCCC1)Cc1ccc(cc1)C(F)(F)F,354.416,3.7248,0,2,6.00
CHEMBL191014,COC(=O)[C@@H]1C[C@H](OC(=O)c2cccnc2)C(=O)[C@H]2[C@@]1(C)CC[C@@H]1[C@]2(C)C[C@H](OC1=O)c1ccoc1,495.528,3.689,0,9,5.32
CHEMBL299114,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)cc(cc3)N(C)C,298.474,3.6868,0,2,6.09
CHEMBL426470,CN1CCN(CC1)C(=O)N1CCC(CC1)(c1ccccc1)c1nccn1Cc1ccccc1,443.595,3.6807,0,4,6.79
CHEMBL290429,CCC(=O)N(C1(CCN(CC1)CCc1ccccc1)C(=O)OC)c1ccccc1,394.515,3.6799,0,4,8.48
CHEMBL4241031,CO[C@@]12CC[C@@]3([C@@]45[C@H]1Oc1c5c(C[C@H]3N(CC4)CC3CC3)ccc1OC)C[C@]2(C)OC(=O)C,453.579,3.6253,0,6,6.98
CHEMBL583881,COc1cccc2c1O[C@@H]1[C@@]32CCN(C[C@@H]3CCC1)CC1CC1,313.441,3.6098,0,3,6.26
CHEMBL3330667,C=CCC(=O)O[C@H]1C[C@@H](C(=O)OC)[C@]2([C@H](C1=O)[C@@]1(C)C[C@H](OC(=O)[C@@H]1CC2)c1ccoc1)C,458.507,3.5563,0,8,5.49
CHEMBL370912,COC(=O)[C@@H]1C[C@H](OC(=O)C(=C)C)C(=O)[C@H]2[C@@]1(C)CC[C@@H]1[C@]2(C)C[C@H](OC1=O)c1cocc1,458.507,3.5563,0,8,5.11
CHEMBL258172,COc1cc(ccc1OC)CC(=O)N([C@@H](c1ccccc1)CN1CCCC1)C,382.504,3.5418,0,4,6.30
CHEMBL4248801,O=C[C@@]1(C)C[C@]23CC[C@]1(OC)[C@H]1[C@]43CCN([C@@H]2Cc2c4c(O1)c(OC)cc2)CC1CC1,423.553,3.5087,0,5,6.75
CHEMBL154255,N#Cc1ccc2c(c1)[C@@]1(C)CCN(C(C2)[C@@H]1C)CC1CC1,280.415,3.49248,0,2,5.57
CHEMBL392477,COCC(=O)N1CCC(CC1)(c1ccccc1)c1nccn1Cc1ccccc1,389.499,3.4863,0,4,8.13
CHEMBL55248,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)cc(cc3)N1CCOCC1,340.511,3.4574,0,3,5.55
CHEMBL272939,CCOCO[C@H]1C[C@@H](C(=O)OC)[C@]2([C@H](C1=O)[C@@]1(C)C[C@H](OC(=O)[C@@H]1CC2)c1ccoc1)C,448.512,3.4476,0,8,5.99
CHEMBL3665433,N#CCn1c(=O)c(=O)n(c2c1cccc2)C1CCN(CC1)C1CCCCCCC1,394.519,3.43658,0,6,4.18
CHEMBL160924,COC(=O)c1ccc2c(c1)[C@@]1(C)CCN(C(C2)[C@@H]1C)CC1CC1,313.441,3.4074,0,3,7.23
CHEMBL370272,CCC(=O)O[C@H]1C[C@@H](C(=O)OC)[C@]2([C@H](C1=O)[C@@]1(C)C[C@H](OC(=O)[C@@H]1CC2)c1cocc1)C,446.496,3.3902,0,8,5.17
CHEMBL55392,CN1CCN(CC1)c1ccc2c(c1)[C@@]1(C)CCN(C(C2)[C@@H]1C)CC1CC1,353.554,3.3726,0,3,6.60
CHEMBL232137,COCC(=O)N1CCC(CC1)(c1ccccc1)c1nccn1Cc1ccc(cc1)C(=O)OC,447.535,3.2729,0,6,8.23
CHEMBL200700,CS(=O)(=O)N1CCC(CC1)(c1ccccc1)c1nccn1Cc1ccccc1,395.528,3.2729,0,4,7.34
CHEMBL440765,O=C(N([C@H]1CC[C@]2(C[C@@H]1N1CCCC1)CCCO2)C)Cc1ccccc1,356.51,3.2536,0,3,5.87
CHEMBL403273,O=C(N([C@@H](c1ccccc1)CN1CCCC1)C)Cc1ccc2c(c1)OCO2,366.461,3.2533,0,4,6.24
CHEMBL293485,O=CN(c1ccc2c(c1)[C@@]1(C)CCN(C(C2)[C@@H]1C)CC1CC1)C,312.457,3.2134,0,2,5.21
CHEMBL495548,N#CC1(CCN(CC1)CC(=C)C)c1ccccc1,240.35,3.11988,0,2,5.30
CHEMBL1628270,CO[C@]12CCC(=O)C[C@]32CCN([C@@H]1Cc1c3c(OC)ccc1)CC1CC1,355.478,3.1116,0,4,7.21
CHEMBL322796,CO[C@]12CCC(=O)C[C@]32CCN([C@@H]1Cc1c3c(OC)ccc1)CC1CC1,355.478,3.1116,0,4,7.21
CHEMBL258098,COCO[C@H]1C[C@@H](C(=O)OC)[C@]2([C@H](C1=O)[C@@]1(C)C[C@H](OC(=O)[C@@H]1CC2)c1cocc1)C,434.485,3.0575,0,8,5.55
CHEMBL445332,COC(=O)[C@@H]1C[C@H](OC(=O)C)C(=O)[C@H]2[C@@]1(C)CC[C@@H]1[C@]2(C)C[C@H](OC1=O)c1cocc1,432.469,3.0001,0,8,5.40
CHEMBL277863,COC(=O)N1CCN([C@@H](C1)CN1CCCC1)C(=O)Cc1ccc(c(c1)Cl)Cl,414.333,2.9109,0,4,6.37
CHEMBL585536,COc1cccc2c1O[C@@H]1[C@@]32CCN(C[C@H]3CCC1)C,273.376,2.8296,0,3,5.98
CHEMBL571610,COc1cccc2c1O[C@@H]1[C@@]32CCN(C[C@@H]3CCC1)C,273.376,2.8296,0,3,5.01
CHEMBL363718,O=C(N([C@@H](c1ccccc1)CN1CCCC1)C)Cc1ccc2c(c1)CN(C2)S(=O)(=O)C,441.597,2.7998,0,4,5.83
CHEMBL254959,COc1cc(CC(=O)N([C@@H](c2ccccc2)CN2CCCC2)C)c(cc1OC)S(=O)(=O)N(C)C,489.638,2.7921,0,6,7.25
CHEMBL321289,COc1cccc2c1O[C@@H]1[C@@]32CCN(C[C@@H]3CCC1=O)CC1CC1,327.424,2.7888,0,4,5.75
CHEMBL261048,CN1CC[C@@]23[C@@H]4[C@H]1Cc1c3c(O[C@H]2CCC4)ccc1,255.361,2.7457,0,2,6.62
CHEMBL2432059,CN([C@H]1C2C3C4C1C1CC2C(C3)C41)CCc1ccccn1,280.415,2.7023,0,2,5.55
CHEMBL2381584,COC(=O)CC(=O)O[C@H]1C[C@@H](C(=O)OC)[C@]2([C@H](C1=O)[C@@]1(C)C[C@H](OC(=O)[C@@H]1CC2)c1ccoc1)C,490.505,2.5433,0,10,5.36
CHEMBL408422,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@H]4C=CC1)C,283.371,2.5303,0,3,5.34
CHEMBL402135,O=C(N([C@@H](c1ccccc1)CN1CCCC1)C)Cc1cc2OCOc2cc1S(=O)(=O)N(C)C,473.595,2.5036,0,6,6.96
CHEMBL409743,CO[C@H]1CC[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1,285.387,2.3706,0,3,5.05
CHEMBL606644,CO[C@]12CCC(=O)C[C@]32CCN([C@@H]1Cc1c3c(OC)ccc1)C,315.413,2.3314,0,4,7.34
CHEMBL412301,CO[C@H]1C=C[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1OC,313.397,2.1552,0,4,5.36
CHEMBL379928,CC(=O)Oc1ccc2c3c1O[C@@H]1[C@@]43CC[N+]([C@H](C2)[C@@H]4C=C[C@@H]1OS(=O)(=O)[O-])(C)C,421.471,1.0469,0,7,6.07
